county,state,season,title,latitude,longitude,date,number,classification,geohash,temperature_high,temperature_mid,temperature_low,dew_point,humidity,cloud_cover,moon_phase,precip_intensity,precip_probability,precip_type,pressure,summary,uv_index,visibility,wind_bearing,wind_speed
Jackson County,Oregon,Fall,,,,,674,Class A,,,,,,,,,,,,,,,,,
Jackson County,Oregon,Fall,"Report 2681: Hunters, father and son, find track on Wagner Peak",42.08845,-122.7465,9/23/1995,2681,Class B,9r2xqvfwzp,73.28,59.325,45.37,40.85,0.64,0.11,0.96,0,0,,1013.06,Partly cloudy starting in the evening.,6,10,327,1.76
Jackson County,Oregon,Fall,,,,,675,Class A,,,,,,,,,,,,,,,,,
Jackson County,Oregon,Summer,"Report 8986: While towing trailer to campsite, family has mid-morning road encounter near Butte Falls",42.6,-122.475,7/3/2004,8986,Class A,9r8fm506vx,80.12,64.545,48.97,52.26,0.61,0.15,0.55,0,0,,1014.24,Mostly cloudy in the morning.,10,10,306,2.16
Jefferson County,Oregon,Fall,Report 5610: Three guests at Suttle Lake Resort get long look at three sasquatches,44.42565,-121.726,10/24/2002,5610,Class A,9rckwp3y4t,55.83,36.555,17.28,17.01,0.43,,0.61,,,rain,,Clear throughout the day.,0,,68,0.21
Josephine County,Oregon,Unknown,,,,,677,Class A,,,,,,,,,,,,,,,,,
Josephine County,Oregon,Summer,Report 3702: Daytime sighting by swimmers in Wolf Creek area,42.375,-123.3833,7/1/1975,3702,Class A,9r83065h28,65.82,55.83,45.84,44.71,0.64,0.85,0.75,0.0022,1,rain,1019,Mostly cloudy throughout the day.,5,8.69,305,3.09
Josephine County,Oregon,Fall,Report 23771: Young hunter sees and hears a sasquatch near Applegate.,42.02106,-123.2725,10/25/1975,23771,Class A,9r2r4cewqt,,,,,,,,,,,,,,,,
Josephine County,Oregon,Summer,Report 11016: Young witness has encounter during thunderstorm near Cave Junction.,42.1533,-123.5381,9/1/1976,11016,Class A,9r2pucf2c8,,,,,,,,,,,,,,,,
Josephine County,Oregon,Summer,"Report 6724: Two young campers have frightful, dawn encounter near Cave Junction",42.16298,-123.6481,7/1/1978,6724,Class B,9r2pf7d1nm,,,,,,,,,,,,,,,,
Josephine County,Oregon,Fall,"Report 3780: So. Oregon man hears late night footsteps around mobile home, by Jump-off Joe Creek Rd. near Grants Pass",42.56805,-123.3322,10/1/1978,3780,Class B,9r861t20z7,66.68,59.225,51.77,43.62,0.58,0.14,0.98,0,0,,1022.67,Clear throughout the day.,5,8.14,352,5.67
Josephine County,Oregon,Fall,,,,,680,Class A,,,,,,,,,,,,,,,,,
Josephine County,Oregon,Summer,,,,,678,Class A,,,,,,,,,,,,,,,,,
Josephine County,Oregon,Summer,Report 6655: Couple hears repetitive calls near Oregon Caves N. M,42.09224,-123.4043,7/30/2000,6655,Class B,9r2pryetp6,,,,,,,,,,,,,,,,
Josephine County,Oregon,Summer,Report 4481: Sighting by young man trimming lawn near Grants Pass,42.39031,-123.449,6/8/2002,4481,Class A,9r81nugjmy,57.12,50.64,44.16,32.96,0.52,0.86,0.93,0,0,,1021.02,Mostly cloudy throughout the day.,5,10,349,5.4
Josephine County,Oregon,Summer,Report 8392: Sasquatch walks across road near major forest fire,42.24165,-123.6416,7/20/2002,8392,Class A,9r8063ygmy,90.29,72.955,55.62,48.39,0.42,0.01,0.38,0,0,,1015.12,Clear throughout the day.,10,8.33,352,4.32
Josephine County,Oregon,Spring,Report 14891: Hiker reports possible vocalizations near Oregon Caves.,42.0833,-123.3333,4/15/2005,14891,Class B,9r2r3mp2vz,53.13,,,32.94,0.72,,0.23,0,0,,,Clear throughout the day.,0,,220,1.07
Josephine County,Oregon,Spring,Report 12019: Witness sees biped leaving her yard,42.354,-123.4034,6/15/2005,12019,Class A,9r80zyk3um,79.77,68.5,57.23,41.99,0.5,0.19,0.28,0,0,,1011.42,Mostly cloudy overnight.,10,9.23,14,0.34
Josephine County,Oregon,Winter,Report 26646: Daylight sighting by mother and daughter at the Illinois River outside Cave Junction,42.16024,-123.6216,11/15/2006,26646,Class A,9r2pfgj3py,53.71,49.745,45.78,39.25,0.78,,0.84,0.0213,1,rain,,Rain starting in the evening.,0,,204,3.02
Josephine County,Oregon,Summer,Report 25445: Possible knocking heard by husband and wife while camping on their gold claim in Fiddler Gulch,42.22501,-123.75,2/18/2009,25445,Class B,9pxbpyzfxb,50.32,40.34,30.36,33.22,0.9,0.21,0.81,0,0,,1021.91,Overcast in the morning.,4,6.63,159,0.18
Josephine County,Oregon,Summer,Report 24892: Father and son hear strange sounds while camping near Oregon Caves,42.125,-123.2916,3/2/2009,24892,Class B,9r2rdktgcm,42,33.595,25.19,34.97,0.98,0.76,0.2,0.0152,1,rain,1005.27,Snow (< 1 in.) starting in the evening.,4,9.27,183,2.22
Josephine County,Oregon,Fall,,,,,28445,Class A,,,,,,,,,,,,,,,,,
Klamath County,Oregon,Summer,Report 8025: Camper has night sighting near Crater Lake,42.8673,-122.1629,7/1/1983,8025,Class A,9r95u5g8n5,,,,,,,,,,,,,,,,
Klamath County,Oregon,Unknown,,,,,683,Class A,,,,,,,,,,,,,,,,,
Klamath County,Oregon,Fall,,,,,682,Class B,,,,,,,,,,,,,,,,,
Klamath County,Oregon,Summer,"Report 455: Squaw Lake fisherman followed.  Unrecognized stench, knocking, and high pitch howl heard while fishing along lake shore",42.47,-122.275,8/15/1998,455,Class B,9r919e6j9v,74.58,60.63,46.68,53.09,0.79,0.04,0.78,0,0,,1013.19,"Breezy starting in the afternoon, continuing until evening, and mostly cloudy overnight.",9,10,322,6.02
Klamath County,Oregon,Summer,"Report 9352: Driver has daylight, road-cross encounter near Chiloquin",43.08929,-122.0802,9/19/2004,9352,Class A,9r9jjupvm1,44.03,37.81,31.59,33.03,0.94,,0.18,0.0072,1,rain,,Light rain starting in the afternoon.,0,,296,0.8
Klamath County,Oregon,Winter,Report 13597: Possible vocals heard near Klamath Lake,42.23865,-121.9446,1/16/2006,13597,Class B,9r923169uz,34.15,33.41,32.67,26.89,0.88,0.99,0.58,0.0033,0.53,snow,1027.09,Snow (< 1 in.) in the morning.,2,6.99,151,1.15
Klamath County,Oregon,Winter,Report 27087: Possible sighting at night by a family on Hwy. 140E near Bonanza,42.36945,-121.3866,12/10/2009,27087,Class B,9r99jc0gzj,33.7,21.13,8.56,2.06,0.64,0.08,0.81,0,0,,1021.1,Mostly cloudy overnight.,1,9.86,79,0.5
Lane County,Oregon,Spring,Report 21154: Couple has possible daylight encounter near Proxy Falls,44.15568,-121.9531,5/1/1977,21154,Class B,9rc70yk3qz,,,,,,,,,,,,,,,,
Lane County,Oregon,Winter,"Report 10977: Lady walking with dog has lengthy, close nighttime encounter",43.9311,-124.1214,12/18/1978,10977,Class A,9pz9zt3t1y,,,,,,,,,,,,,,,,
Lane County,Oregon,Summer,"Report 80: Late Arriving Campers Hear Running, Stomping, Shrieking, Howling",43.69005,-122.3755,8/12/1983,80,Class B,9rbbx38bup,,,,,,,,,,,,,,,,
Lane County,Oregon,Summer,Report 3200: Man recounts being chased as a teen,44.09462,-123.3724,8/12/1983,3200,Class B,9rb6be4vy8,83.35,67.87,52.39,54.66,0.7,0.21,0.15,0,0,,1019.41,Mostly cloudy in the morning.,8,9.83,357,11.69
Lane County,Oregon,Summer,Report 5529: Couple has daytime sighting in the Big Creek Wilderness Area,44.19167,-123.975,8/17/1984,5529,Class A,9pzg6uu5jh,,,,56.89,0.99,0.83,0.69,,,rain,1020.31,Mostly cloudy throughout the day.,6,6.5,262,1.76
Lane County,Oregon,Summer,,,,,685,Class B,,,,,,,,,,,,,,,,,
Lane County,Oregon,Fall,Report 11304: Campers hear moaning howl at Waldo Lake at night.,43.6947,-122.0449,10/15/1992,11304,Class B,9rc0wf3s5d,,,,,,,,,,,,,,,,
Lane County,Oregon,Summer,Report 206: Videocamera Accidently Captures Distant Bipedal Movement near Smith River Road,43.7667,-123.455,7/15/1999,206,Class B,9rb0yxqz9b,78.81,65.855,52.9,44.79,0.61,0,0.1,0,0,,1014.23,Overcast overnight.,10,10,330,3.11
Lane County,Oregon,Summer,Report 673: Hiker encounters large animal at close range in Mount Washington Wilderness,44.27795,-121.9524,7/15/2000,673,Class A,9rc7buscz0,,,,,,,,,,,,,,,,
Lane County,Oregon,Fall,Report 1778: Three young hunters hear very loud scream across Diamond Peak Wilderness valley.,43.5883,-122.0833,9/10/2000,1778,Class B,9r9pvzj8kb,,,,,,,,,,,,,,,,
Lane County,Oregon,Fall,Report 7366: Couple in car observe an upright animal crossing highway,43.6165,-122.1,11/8/2003,7366,Class A,9rc0js1kxb,41.2,37.15,33.1,33.99,0.86,,0.49,0.0017,1,rain,,Clear throughout the day.,0,,125,2.37
Lane County,Oregon,Summer,Report 9020: Camping family has auditory and olfactory encounter in early evening southeast of Dorena Lake,43.6583,-122.8042,7/17/2004,9020,Class B,9rb8meb8n8,87.7,73.18,58.66,50.69,0.43,,0.02,0,0,,,Clear throughout the day.,0,,289,0.84
Lane County,Oregon,Winter,,,,,27479,Class B,,,,,,,,,,,,,,,,,
Lane County,Oregon,Fall,,,,,36505,Class B,,,,,,,,,,,,,,,,,
Lane County,Oregon,Winter,Report 50901: Still hairy figure seen in a field by a motorist near Springfield,44.05917,-122.9343,1/20/2016,50901,Class B,9rbdds9zr0,47.4,47.33,47.26,40.1,0.85,0.89,0.39,0.0026,1,rain,1020.29,Mostly cloudy in the morning.,1,9.83,152,1.16
Linn County,Oregon,Fall,,,,,687,Class B,,,,,,,,,,,,,,,,,
Linn County,Oregon,Summer,,,,,686,Class B,,,,,,,,,,,,,,,,,
Linn County,Oregon,Summer,Report 7209: Observer yells at dogs from window and hears return scream,44.6616,-122.8494,7/15/2001,7209,Class B,9rbwh6ru9t,68.79,62.065,55.34,48.81,0.68,0.76,0.82,0,0,,1014.27,Mostly cloudy throughout the day.,5,10,313,5.95
Linn County,Oregon,Summer,"Report 9289: Elk hunter hears growl, finds footprints, feces.",44.4625,-121.9683,8/31/2004,9289,Class B,9rckbw1kud,79.66,65.995,52.33,49.4,0.64,,0.56,0.0001,0.22,rain,,Clear throughout the day.,0,,281,0.28
Linn County,Oregon,Summer,Report 36370: Close encounter scares hunters off their campsite east of Sweet Home,44.40946,-122.1322,8/31/2012,36370,Class A,9rchsu6pc7,64.48,50.345,36.21,43.67,0.81,,0.52,0,0,,,Clear throughout the day.,0,,256,0.57
Linn County,Oregon,Spring,,,,,41378,Class A,,,,,,,,,,,,,,,,,
Clatsop County,Oregon,Winter,Report 11147: Storm watchers on tower observe animal on beach.,46.2262,-124.0133,2/15/1978,11147,Class A,c0pyfp0r0s,49.74,41.87,34,36.04,0.86,0.65,0.28,0.0039,1,rain,1023.91,Light rain in the morning.,2,10,113,0.73
Clackamas County,Oregon,Summer,Report 604: Nightime sighting by motorists near Boring,45.4237,-122.3876,6/25/1971,604,Class A,c20frj0h4p,,,,45.99,0.68,0.61,0.1,0.0138,1,rain,1015.06,Mostly cloudy until evening.,5,9.62,351,3.49
Benton County,Oregon,Spring,,,,,651,Class B,,,,,,,,,,,,,,,,,
Baker County,Oregon,Fall,Report 26224: Hunter remembers possible howls and footprints near Baker City,44.68557,-118.0891,4/10/1991,26224,Class B,9run0yf0k9,38.71,32.325,25.94,23.41,0.75,0.58,0.86,,,snow,1021.6,Mostly cloudy throughout the day and breezy in the evening.,5,9.7,340,10.83
Wayne County,Pennsylvania,Winter,,,,,1005,Class A,,,,,,,,,,,,,,,,,
Washington County,Pennsylvania,Fall,"Report 50123: Audio recording of possible screams, growls, and fight with a dog from the Late 70's near Prosperity",40.04755,-80.25645,10/1/1978,50123,Class B,dpngvdrjch,69.86,56.945,44.03,54.65,0.83,0.77,0.98,0.0031,1,rain,1017.62,Light rain in the morning.,4,6.68,289,3.78
Warren County,Pennsylvania,Summer,,,,,23695,Class B,,,,,,,,,,,,,,,,,
Somerset County,Pennsylvania,Fall,,,,,3571,Class A,,,,,,,,,,,,,,,,,
Potter County,Pennsylvania,Fall,"Report 24301: Man remembers hearing strange vocalizations and seeing a hairy, upright figure while hunting in Sweden Valley",41.70813,-77.99314,11/28/1987,24301,Class B,dr2t30xpkn,,,,,,,,,,,,,,,,
Perry County,Pennsylvania,Spring,,,,,2618,Class A,,,,,,,,,,,,,,,,,
Northampton County,Pennsylvania,Fall,Report 58534: Deer hunter has a dusk sighting near Wind Gap,40.8495,-75.327,11/17/2017,58534,Class A,dr62mukt9d,43.77,33.485,23.2,25.68,0.65,0.38,0.97,0,0,,1018.72,Mostly cloudy in the morning.,2,10,309,3.37
Monroe County,Pennsylvania,Fall,Report 24442: Woman remembers witnessing a tall hairy figure in the Pocono Mountains,41.115,-75.205,8/15/2008,24442,Class A,dr69bsv2hr,74.61,65.22,55.83,60.63,0.89,0.62,0.46,0.0014,0.68,rain,1014.73,Mostly cloudy starting in the evening.,8,8.35,250,0.03
Mifflin County,Pennsylvania,Spring,Report 22599: Hunter has unusual experience while spring turkey hunting,40.61798,-77.62407,5/15/1980,22599,Class B,dr0z1d7buh,70.62,53.175,35.73,34.19,0.54,0.36,0.05,0,0,,1020.47,Mostly cloudy until evening.,5,,332,5.81
Mercer County,Pennsylvania,Fall,Report 48013: Memory told of a close daylight encounter behind a home outside Sandy Lake,41.21365,-80.26563,10/15/1978,48013,Class A,dpqfmw8qgm,47.59,40.235,32.88,33.13,0.79,0.63,0.48,0.0025,1,rain,1017.76,Mostly cloudy throughout the day.,3,9.24,232,4.43
McKean County,Pennsylvania,Fall,Report 9546: Teens chased by upright running animal near Bradford,41.9548,-78.65621,10/1/1963,9546,Class A,dr2ndjsk3m,70.05,56.01,41.97,43.38,0.71,0.03,0.44,,,rain,1024.27,Clear throughout the day.,5,9.79,236,3.8
McKean County,Pennsylvania,Summer,Report 26888: Man recalls his encounter after riding his dirt bike as a young man near Bradford,41.97226,-78.66863,9/12/1973,26888,Class A,dr2ncbg60h,,,,45.16,0.76,0.41,0.49,,,rain,1013.35,Partly cloudy until evening.,5,8.5,305,3.7
McKean County,Pennsylvania,Fall,,,,,3570,Class B,,,,,,,,,,,,,,,,,
McKean County,Pennsylvania,Unknown,Report 49903: Several possible incidents over the years in the Allegheny National Forest,41.73315,-78.93985,1/1/2006,49903,Class B,dprv7tmc0p,33.37,31.565,29.76,27.75,0.86,0.97,0.06,0.0008,1,snow,1015.84,Overcast throughout the day.,1,7.93,250,3.42
McKean County,Pennsylvania,Summer,,,,,46320,Class B,,,,,,,,,,,,,,,,,
Mercer County,Pennsylvania,Fall,,,,,3584,Class A,,,,,,,,,,,,,,,,,
Mercer County,Pennsylvania,Fall,,,,,3647,Class A,,,,,,,,,,,,,,,,,
Mercer County,Pennsylvania,Fall,,,,,3401,Class A,,,,,,,,,,,,,,,,,
Mercer County,Pennsylvania,Fall,Report 45958: Bow hunter recovering deer has possible experience near Grove City,41.07374,-80.12229,10/19/2012,45958,Class B,dpr18v0xzk,63.95,54.65,45.35,42.04,0.72,0.71,0.15,0.0002,0.62,rain,,Foggy in the morning.,4,6.49,171,1.45
Mercer County,Pennsylvania,Summer,Report 49773: Early evening sighting by a motorist traveling on I-79 near Grove City,41.05,-80.50751,8/15/2015,49773,Class A,dpqc80bjx4,84.14,72.955,61.77,65.48,0.78,0.33,0.04,0,0,,1021.13,Foggy starting in the evening.,6,1.82,259,0.06
Perry County,Pennsylvania,Fall,,,,,9694,Class A,,,,,,,,,,,,,,,,,
Potter County,Pennsylvania,Fall,Report 10805: Campers hear loud vocalizations and find footprints near Loucks Mills.,41.845,-77.7011,10/26/1996,10805,Class B,dr2wpceuc1,,,,,,,,,,,,,,,,
Potter County,Pennsylvania,Spring,,,,,3926,Class B,,,,,,,,,,,,,,,,,
Potter County,Pennsylvania,Spring,Report 8633: Trucker has nighttime sighting on Denton Hill east of Coudersport,41.7655,-77.8768,5/9/2004,8633,Class A,dr2teg5vej,68.82,62.515,56.21,54.84,0.86,0.71,0.68,0.0515,1,rain,1019.45,Rain in the morning.,8,8.26,226,3.23
Somerset County,Pennsylvania,Summer,,,,,580,Class B,,,,,,,,,,,,,,,,,
Susquehanna County,Pennsylvania,Winter,,,,,8305,Class B,,,,,,,,,,,,,,,,,
Susquehanna County,Pennsylvania,Winter,Report 25085: Woman witnesses eyes peering into her living room near the rural town of Montrose,41.79985,-75.9799,12/19/2008,25085,Class B,dr3vz13ju0,26.62,21.275,15.93,22.02,0.86,0.84,0.76,0.0056,0.51,snow,1016.7,Snow (1–2 in.) in the afternoon.,1,5.5,76,1.15
Wayne County,Pennsylvania,Winter,Report 43901: Possible nighttime road crossing near Bethany,41.50383,-75.23662,1/19/2014,43901,Class B,dr6kpgw37d,27.4,27.425,27.45,15.9,0.77,0.91,0.61,0,0,,1006.42,Mostly cloudy throughout the day.,2,8.46,256,1.95
Westmoreland County,Pennsylvania,Summer,Report 23956: Man recounts boyhood sighting at Fairfield Summer Camp near Ligonier,40.32247,-79.16817,9/14/1967,23956,Class A,dpptqkrrrv,,,,,,,,,,,,,,,,
Westmoreland County,Pennsylvania,Summer,,,,,1089,Class A,,,,,,,,,,,,,,,,,
Westmoreland County,Pennsylvania,Fall,Report 14677: Late night road crossing near Apollo,40.5258,-79.6575,9/2/2006,14677,Class A,dppqe37pvs,57.86,56.53,55.2,53.76,0.94,1,0.31,0.0256,1,rain,1017.83,Rain in the morning.,4,6.67,24,2.21
Westmoreland County,Pennsylvania,Winter,"Report 44309: Beaver Run Reservior area, 28 miles East of Pittsburgh, motorist sighting around midnight in Winter",40.43163,-79.58031,2/16/2014,44309,Class B,dppqj077k6,25.85,13.475,1.1,13.34,0.8,0.85,0.55,0,0,,1019.24,Foggy in the afternoon.,3,6.42,282,0.8
Baker County,Oregon,Fall,,,,,650,Class B,,,,,,,,,,,,,,,,,
Baker County,Oregon,Summer,Report 9797: Young siblings at play have visual encounter,45.0018,-117.2022,5/20/1996,9797,Class A,c2h8hbrfqz,,,,,,,,,,,,,,,,
Baker County,Oregon,Fall,,,,,36076,Class A,,,,,,,,,,,,,,,,,
Benton County,Oregon,Summer,Report 4846: Boy has two encounters at eastern edge of Coast Range.,44.58335,-123.4166,8/24/2002,4846,Class A,9rbjxs4ubf,84.14,69.545,54.95,53.78,0.72,0.02,0.56,0,0,,1017.15,Clear throughout the day.,8,10,325,1.54
Benton County,Oregon,Winter,"Report 10928: Hikers hear growl, wood  knocking, have rock thrown at them.",44.6693,-123.2433,3/13/2005,10928,Class B,9rbq5ebcwc,67.16,48.11,29.06,32.19,0.49,0,0.12,0,0,,1025.12,Clear throughout the day.,5,10,10,4.86
Benton County,Oregon,Summer,Report 26137: Family hears whooping sounds while hiking Marys Peak,44.50455,-123.5524,6/13/2009,26137,Class B,9rbjhmzcu3,56.49,50.19,43.89,48.89,1,0.89,0.68,0.0092,0.92,rain,1013.92,Rain in the morning.,5,8.66,307,1.08
Clackamas County,Oregon,Summer,,,,,652,Class A,,,,,,,,,,,,,,,,,
Clackamas County,Oregon,Fall,,,,,655,Class B,,,,,,,,,,,,,,,,,
Clackamas County,Oregon,Summer,Report 4475: Nighttime sighting by motorist between Barton and Carver,45.3894,-122.4163,8/29/1978,4475,Class A,c20fnqghmm,85.38,73.59,61.8,60.25,0.7,0.56,0.88,0,0,,1015.17,Mostly cloudy throughout the day.,6,9.58,308,5.91
Clackamas County,Oregon,Fall,,,,,656,Class B,,,,,,,,,,,,,,,,,
Clackamas County,Oregon,Summer,Report 7662: Girls see retreating biped near Molalla River,45.0837,-122.4888,8/15/1984,7662,Class A,c20bkxnrs4,85.55,70.01,54.47,52.08,0.65,0,0.63,0,0,,1013.82,Clear throughout the day.,8,10,352,0.85
Clackamas County,Oregon,Summer,,,,,653,Class B,,,,,,,,,,,,,,,,,
Clackamas County,Oregon,Summer,Report 624: Sounds heard at Skookum Lake.,44.99745,-122.1647,7/4/1991,624,Class B,9rcpupd3hh,,,,,,,,,,,,,,,,
Clackamas County,Oregon,Summer,Report 12216: Family is approached near their forest cabin.,45.33,-121.9165,6/15/1993,12216,Class A,c213csp47s,58.24,,,54.67,0.99,0.98,0.86,,,rain,,Overcast throughout the day.,5,9.73,194,1.14
Clackamas County,Oregon,Summer,"Report 657: A man and woman report smelling a strange, powerful odor while on a forest road late at night",44.9979,-122.1631,8/2/1993,657,Class B,9rcpupeec2,,,,,,,,,,,,,,,,
Clackamas County,Oregon,Summer,Report 707: Camp counselor doing trail work has daylight sighting near the Molalla River,45.12545,-122.533,7/15/1995,707,Class A,c20bewy4y1,82.2,70.22,58.24,53.92,0.67,0.18,0.62,0,0,,1021.51,Mostly cloudy until afternoon.,9,10,5,4.77
Clackamas County,Oregon,Fall,,,,,654,Class A,,,,,,,,,,,,,,,,,
Clackamas County,Oregon,Spring,Report 2026: Campers hear vocalizations near Timberline Lodge,45.32301,-121.7115,5/27/1997,2026,Class B,c213y6u3sm,,,,,,,,,,,,,,,,
Clackamas County,Oregon,Spring,Report 85: 16 year old has strange experience walking home,45.03255,-122.4808,6/8/2000,85,Class B,c20bhvujwe,59.36,53.615,47.87,49.63,0.86,0.98,0.23,0.0006,1,rain,1012.38,Light precipitation in the evening.,5,10,263,4.74
Clackamas County,Oregon,Summer,Report 187: Unusual vocalization heard near Sandy,45.40023,-122.2777,7/22/2000,187,Class B,c21438b5e0,67.02,60.67,54.32,56.02,0.84,0.94,0.7,0.0025,1,rain,1019.7,Light rain in the morning.,4,9.93,202,3.13
Clackamas County,Oregon,Winter,"Report 1986: Hikers make track find on Table Rock Creek, Oregon",44.97487,-122.3057,3/18/2001,1986,Class B,9rcpbg7twe,48.06,39.06,30.06,43.63,1,0.96,0.81,0.0179,1,rain,1018.59,Rain in the morning and afternoon.,3,9.79,190,10.97
Clackamas County,Oregon,Winter,Report 3441: Oregon resident near Mt. Hood catches glimpse of a bigfoot in his neighborhood,45.33175,-121.9139,11/29/2001,3441,Class A,c213cu3h84,42.59,39.575,36.56,39.67,0.96,0.95,0.46,0.0216,1,rain,1003.57,Rain in the morning and afternoon.,1,8.85,221,7.41
Clackamas County,Oregon,Winter,Report 14841: Possible approach to a property on the edge of the Salmon Huckleberry Wilderness,45.3207,-121.9547,2/15/2003,14841,Class B,c213bf7k1w,46.59,42.865,39.14,38.76,0.85,0.86,0.45,0.0242,1,rain,1008.48,"Rain until afternoon, starting again in the evening.",2,8.15,91,3.05
Clackamas County,Oregon,Summer,Report 8888: Night time calls and footprints witnessed by several people northeast of Colton off Highway 211,45.1867,-122.3803,6/20/2004,8888,Class B,c20cp1vrs7,86.44,70.855,55.27,47.56,0.5,0,0.09,0,0,,1017.78,Clear throughout the day.,10,10,335,1.14
